el/la	the	el diccionario tenía también frases útiles|the dictionary also had useful phrases
final	al f.: finally, in the end	al final, crecen y son más o menos iguales|in the end, they grow and are more or less equal
tampoco	neither, nor, either	a él no le gustó, ni a mí tampoco|he didn’t like it, and neither did I
decidir	to decide	¿Cómo decidió usted ser director de orquesta?|How did you decide to be the orchestra conductor?
desarrollo	development	dicen que ya hay planes de desarrollo urbano|they say that there are plans for urban development
movimiento	movement	estaba encabezando un movimiento de subversión|he was leading a subversive movement
alcanzar	to reach, catch up with	la economía tiene posibilidades de alcanzar la prosperidad|the economy is likely to reach prosperity
blanco	white	esta foto es en blanco y negro|this picture is in black and white
equipo	team, equipment, outfit	volvió a Madrid para formar un equipo de trabajo|he returned to Madrid in order to form a work team
difícil	difficult, hard	es duro, difícil tomar una decisión como ésta|it’s hard, difficult to make a decision like this
desarrollar	to develop	tratando de desarrollar un nuevo sistema electrónico|trying to develop a new electronic system
pronto	soon, quick	pronto lo tuvieron todo hecho|they quickly had it all done
pagar	to pay	estamos tratando de pagar esta deuda|we are trying to pay this debt
principal	main, principal	¿Cuál es el problema principal?|What is the main problem?
proyecto	project, plan	esta última fase del proyecto no llegó a ser realizada|this last phase of the project was not carried out
valor	value, worth	hay que descubrir el valor artístico de la obra de arte|you have to discover the artistic value in a work of art
meter	to put (into)	metió a su niño en el carro|she put her child into the car
realmente	really, actually, in fact	¿Antes de nacer nosotros, existía realmente el mundo?|Before we were born, did the world really exist?
sol	sun	se levanta antes del sol y no hay luz eléctrica|she wakes up before sunrise and there is no electricity
imagen	image, picture	es un intento evidente de dañar mi imagen pública|it is a clear intent to harm my public image
cumplir	to fulfill	necesito algo más para cumplir el trabajo|I need something else to complete the job
varios	several, various	está constituida por varios dialectos|it is made up of several dialects
universidad	university, college	Alejandra asistía la Universidad de Georgia por cuatro años|Alexandra attended the University of Georgia for four years
interés	interest	pon más interés en tus estudios|take more interest in your studies
mayoría	majority	la mayoría de los cánceres humanos no tienen un origen vírico|the majority of the human cancers do not have a viral origin
dirigir	to direct, manage	usted dirigió la Orquesta Nacional en 1954|you directed the National Orchestra in 1954
ello	it (subj-n)	no hay que preocuparse por ello|you don’t need to worry about that
tarde	afternoon, evening	a las 6 de la tarde ya es noche|at 6 in the afternoon it is already evening
papel	paper, role, part	el poco papel que tenemos lo dedicamos a libros|the limited paper we have is dedicated to books
producto	product	el arte es, en parte, producto de su época|art, in part, is a product of the period
medio	half, middle	todo lo deja a medio terminar|he leaves everything half finished
continuar	to continue	dio la orden para continuar la marcha|he gave the order to continue the march
modo	way, manner; de m. que: so that	hay diferencia entre el modo de hablar y el de escribir|there is a difference between the way a person speaks and writes
rico	rich, tasty	no quiero ser rica; quiero ser famosa|I do not want to be rich; I want to be famous
ojalá	hopefully	ojalá que así sea|I hope that it is so
reconocer	to recognize, admit	no pudo reconocer quién era|I couldn’t recognize who it was
aire	air, wind, appearance	el helicóptero puede estacionarse en el aire|the helicopter can remain stationary in the air
mañana	morning, tomorrow	en las primeras horas de la mañana|in the first hours of the morning
dormir	to sleep	esta cama es para dormir la siesta en verano|this bed is for taking naps during the summer
acción	action, act, deed	esta acción legal pretendía acelerar la liberalización económica|this legal action intended to accelerate the economic liberalization
pesar	a p. de: in spite of	a pesar de sus deseos, no pueden obtenerlo|in spite of their wishes, they can’t have it
establecer	to establish	de ser posible establecer ese tipo de contacto personal|if it is possible to establish that type of personal contact
seguro	safe, sure, secure	donde se podrán divertir en un ambiente seguro|where they can have fun in a safe atmosphere
vista	view, sight	era un territorio fértil con una hermosa vista hacia la cordillera|it was fertile land with a beautiful view of the mountains
juego	game, play, sport	he escrito algunos libros de juego y diversión|I have written a few books of fun and games
subir	to go up	hay que subir a pie|you have to go up by foot
intentar	to try, attempt	¿Somos tan tontos como para intentar repetir la historia?|Are we so foolish as to try to repeat history?
personal	personal	decidió hacer esta película a partir de una experiencia personal|he decided to make this film because of a personal experience
fondo	bottom, end	llegaré al fondo de esta cuestión|I’ll get to the bottom of this matter
descubrir	to discover	otro policía descubrió un paquete en el suelo|another policeman discovered a package on the floor
olvidar	to forget	no he podido olvidar aquella noche de tu despedida|I have not been able to forget the night you left
experiencia	experience	tengo experiencia de la vida y del amor|I have experience in life and love
incluir	to include	el Partido no incluye ni excluye a nadie|the Party does not include or exclude anyone
condición	condition	el alcohol afecta a la condición física de todos los órganos|alcohol affects the physical condition of all organs
edad	age	se acercaba a la edad de encontrar un hombre con quien casarse|she is approaching the age of finding a man to marry
andar	to walk, function	los niños pequeños tienen un andar chistoso|toddlers have a funny way of walking
orden	order; sequence (m), religious (f)	hay que poner todo en orden de prioridad|you have to put everything in order of priority
mal	badly	cometía un error, o vocalizaba mal|he made mistakes, or expressed himself badly
joven	teenager, young person	está dirigido a los jóvenes entre 16 y 20 años|it is geared toward a young person of 16 to 20 years old
escuela	school	dicta clases en la Escuela de Medicina de esa Universidad|he teaches classes in the school of medicine at the university
uno	one	hay uno que ya lo está haciendo|there is one that is already doing it
nacer	to be born	Picasso nació en Málaga en 1881|Picasso was born in Málaga in 1881
posible	possible	trató de hacer el menor ruido posible para no despertarla|he tried to make the least amount of noise possible so as not to wake her
aprender	to learn	¿Hay una manera mejor de aprender el otro lenguaje?|Is there a better way to learn the other language?
serie	series	en la combustión intervienen una serie de factores|there are a series of factors involved in combustion
dedicar	to dedicate, devote	cuando se quedó sola, le dedicó más horas a escribir|when she was alone, she dedicated more time to writing
necesidad	necessity, need	sentía la necesidad de ser comprendido|she felt the need to be understood
suponer	to suppose, assume	era absurdo suponer que la guerrilla cambiara sus planes|it was absurd to assume the guerrillas would change their plans
aceptar	to accept	Adela estuvo indecisa en aceptar su petición de matrimonio|Adela was undecided about accepting his marriage proposal
